"","name","country","birthday","starting_number","speed","distance","distance_points","mark_A","mark_B","mark_C","mark_D","mark_E","style_points","gate","gate_points","wind_speed","wind_points","total_points","rank","series_number","total_points_all_jumps","competition_code","hill_code","year","competition_number","k","hs","full_name"
"2319","SUNDAL Kristoffer","NOR","7 FEB 2001","30","89.4","121.5","62.7","17.5","17.0","17.0","17.5","17.0","51.5","15","","-0.11","1.8","116.0","20.","2","227.2","40","wis","2023","1",120,134,"Wisla"
"2320","IMHOF Remo","SUI","19 NOV 2003","13","89.8","118.0","56.4","16.5","17.0","17.0","17.0","17.0","51.0","15","-3.6","-0.18","2.9","106.7","29.","1","225.9","40","wis","2023","1",120,134,"Wisla"
"2321","IMHOF Remo","SUI","19 NOV 2003","13","89.9","127.5","73.5","18.0","18.0","18.0","18.0","18.0","54.0","15","","0.77","-8.3","119.2","15.","2","225.9","40","wis","2023","1",120,134,"Wisla"
"2322","NOUSIAINEN Eetu","FIN","29 APR 1997","10","90.3","125.0","69.0","17.5","17.5","17.5","17.5","18.0","52.5","15","-3.6","0.28","-3.0","114.9","18.","1","225.8","40","wis","2023","1",120,134,"Wisla"
"2323","NOUSIAINEN Eetu","FIN","29 APR 1997","10","90.3","117.5","55.5","17.0","17.0","17.0","17.5","17.0","51.0","15","","-0.27","4.4","110.9","25.","2","225.8","40","wis","2023","1",120,134,"Wisla"
"2324","KUBACKI Dawid","POL","12 MAR 1990","28","89.8","118.0","56.4","17.5","17.0","17.5","17.5","17.5","52.5","15","-3.6","-0.65","10.5","115.8","17.","1","223.4","40","wis","2023","1",120,134,"Wisla"
"2325","KUBACKI Dawid","POL","12 MAR 1990","28","89.9","116.0","52.8","17.5","17.0","17.5","17.5","17.5","52.5","15","","-0.14","2.3","107.6","27.","2","223.4","40","wis","2023","1",120,134,"Wisla"
"2326","AIGRO Artti","EST","29 AUG 1999","16","89.3","119.5","59.1","17.0","17.0","17.5","17.0","17.5","51.5","15","-3.6","0.11","-1.2","105.8","30.","1","218.3","40","wis","2023","1",120,134,"Wisla"
"2327","AIGRO Artti","EST","29 AUG 1999","16","89.1","125.5","69.9","18.0","18.0","18.0","18.0","17.5","54.0","15","","1.06","-11.4","112.5","23.","2","218.3","40","wis","2023","1",120,134,"Wisla"
"2328","DESCHWANDEN Gregor","SUI","27 FEB 1991","40","89.7","116.0","52.8","16.5","17.0","17.0","17.0","17.0","51.0","14","","-0.35","5.7","109.5","25.","1","217.9","40","wis","2023","1",120,134,"Wisla"
"2329","DESCHWANDEN Gregor","SUI","27 FEB 1991","40","90.1","116.5","53.7","17.0","17.0","17.0","17.0","17.0","51.0","15","","-0.23","3.7","108.4","26.","2","217.9","40","wis","2023","1",120,134,"Wisla"
"2330","BELSHAW Erik","USA","23 AUG 2004","12","89.4","122.0","63.6","17.5","17.5","17.5","17.0","17.5","52.5","15","-3.6","0.25","-2.7","109.8","24.","1","214.0","40","wis","2023","1",120,134,"Wisla"
"2331","BELSHAW Erik","USA","23 AUG 2004","12","89.3","114.0","49.2","17.0","16.5","17.0","17.0","17.0","51.0","15","","-0.25","4.0","104.2","29.","2","214.0","40","wis","2023","1",120,134,"Wisla"
"2332","AALTO Antti","FIN","2 APR 1995","26","89.9","117.0","54.6","17.0","17.0","17.0","17.0","17.0","51.0","15","-3.6","-0.22","3.6","105.6","31.","1","105.6","40","wis","2023","1",120,134,"Wisla"
"2333","STOCH Kamil","POL","25 MAY 1987","27","88.8","116.0","52.8","17.0","17.5","17.5","17.5","17.5","52.5","15","-3.6","-0.09","1.5","103.2","32.","1","103.2","40","wis","2023","1",120,134,"Wisla"
"2334","SCHMID Constantin","GER","27 NOV 1999","15","90.1","112.0","45.6","16.5","16.5","16.5","16.5","17.5","49.5","15","-3.6","-0.72","11.7","103.2","32.","1","103.2","40","wis","2023","1",120,134,"Wisla"
"2335","EMBACHER Stephan","AUT","12 JAN 2006","17","89.7","115.5","51.9","16.5","17.0","16.5","16.5","16.5","49.5","15","-3.6","-0.19","3.1","100.9","34.","1","100.9","40","wis","2023","1",120,134,"Wisla"
"2336","JOERGENSEN Sindre","NOR","13 JAN 2002","7","89.6","114.0","49.2","16.5","17.0","17.0","16.5","16.5","50.0","14","","0.11","-1.2","98.0","35.","1","98.0","40","wis","2023","1",120,134,"Wisla"
"2337","PEIER Killian","SUI","28 MAR 1995","24","90.0","112.5","46.5","17.0","16.0","16.5","16.5","16.5","49.5","15","-3.6","-0.22","3.6","96.0","36.","1","96.0","40","wis","2023","1",120,134,"Wisla"
"2338","KOUDELKA Roman","CZE","9 JUL 1989","19","89.8","108.0","38.4","16.0","16.5","16.5","16.5","16.5","49.5","15","-3.6","-0.62","10.0","94.3","37.","1","94.3","40","wis","2023","1",120,134,"Wisla"
"2339","KALINICHENKO Vitaliy","UKR","9 AUG 1993","3","88.9","107.5","37.5","15.0","16.5","16.0","16.5","16.0","48.5","14","","-0.46","7.5","93.5","38.","1","93.5","40","wis","2023","1",120,134,"Wisla"
"2340","VALTO Kasperi","FIN","3 JUL 2003","14","90.0","108.0","38.4","15.5","16.5","16.0","16.0","16.0","48.0","15","-3.6","-0.52","8.4","91.2","39.","1","91.2","40","wis","2023","1",120,134,"Wisla"
"2341","MURANKA Klemens","POL","31 AUG 1994","2","88.9","111.0","43.8","16.5","16.5","16.5","16.5","16.5","49.5","14","","0.36","-3.9","89.4","40.","1","89.4","40","wis","2023","1",120,134,"Wisla"
"2342","WASSER Yanick","SUI","27 MAY 2004","5","89.7","104.0","31.2","15.5","16.0","16.0","16.0","15.0","47.5","14","","-0.56","9.1","87.8","41.","1","87.8","40","wis","2023","1",120,134,"Wisla"
"2343","GRANERUD Halvor","NOR","29 MAY 1996","37","89.3","105.5","33.9","14.5","15.0","15.0","15.0","15.0","45.0","14","","-0.45","7.3","86.2","42.","1","86.2","40","wis","2023","1",120,134,"Wisla"
"2344","URLAUB Andrew","USA","12 APR 2001","11","89.9","109.5","41.1","16.0","16.5","16.5","16.0","16.5","49.0","15","-3.6","0.13","-1.4","85.1","43.","1","85.1","40","wis","2023","1",120,134,"Wisla"
"2345","TSCHOFENIG Daniel","AUT","28 MAR 2002","47","89.9","132.0","81.6","18.5","18.5","18.5","18.5","18.5","55.5","15","","-0.07","1.1","138.2","1.","1","276.8","41","wis","2024","1",120,134,"Wisla"
"2346","TSCHOFENIG Daniel","AUT","28 MAR 2002","47","90.2","135.5","87.9","17.0","17.5","18.5","18.0","17.5","53.0","16","","0.21","-2.3","138.6","3.","2","276.8","41","wis","2024","1",120,134,"Wisla"
"2347","DESCHWANDEN Gregor","SUI","27 FEB 1991","44","90.3","126.0","70.8","17.5","17.5","18.0","17.5","18.5","53.0","15","","-0.70","11.3","135.1","4.","1","275.4","41","wis","2024","1",120,134,"Wisla"
"2348","DESCHWANDEN Gregor","SUI","27 FEB 1991","44","90.6","131.0","79.8","18.5","18.5","18.5","18.5","18.5","55.5","16","","-0.31","5.0","140.3","1.","2","275.4","41","wis","2024","1",120,134,"Wisla"
"2349","PASCHKE Pius","GER","20 MAY 1990","50","89.9","127.0","72.6","18.0","18.0","18.0","18.5","18.0","54.0","15","","-0.65","10.5","137.1","2.","1","273.9","41","wis","2024","1",120,134,"Wisla"
"2350","PASCHKE Pius","GER","20 MAY 1990","50","90.0","127.0","72.6","17.5","17.0","17.5","18.0","18.0","53.0","16","","-0.69","11.2","136.8","6.","2","273.9","41","wis","2024","1",120,134,"Wisla"
"2351","HOERL Jan","AUT","16 OCT 1998","48","89.8","124.0","67.2","17.5","17.0","17.5","17.5","18.0","52.5","15","","-0.78","12.6","132.3","7.","1","271.3","41","wis","2024","1",120,134,"Wisla"
"2352","HOERL Jan","AUT","16 OCT 1998","48","90.1","129.0","76.2","16.5","16.0","17.5","17.5","17.5","51.5","16","","-0.70","11.3","139.0","2.","2","271.3","41","wis","2024","1",120,134,"Wisla"
"2353","SUNDAL Kristoffer","NOR","7 FEB 2001","43","89.4","129.5","77.1","18.5","18.0","18.0","18.5","18.5","55.0","15","","-0.15","2.4","134.5","5.","1","270.5","41","wis","2024","1",120,134,"Wisla"
"2354","SUNDAL Kristoffer","NOR","7 FEB 2001","43","89.9","131.5","80.7","18.0","17.0","18.0","18.0","18.0","54.0","16","","-0.08","1.3","136.0","8.","2","270.5","41","wis","2024","1",120,134,"Wisla"
"2355","GRANERUD Halvor","NOR","29 MAY 1996","33","89.8","128.0","74.4","18.5","18.5","18.0","18.5","18.5","55.5","15","","-0.21","3.4","133.3","6.","1","265.8","41","wis","2024","1",120,134,"Wisla"
"2356","GRANERUD Halvor","NOR","29 MAY 1996","33","90.0","127.5","73.5","18.5","18.0","18.0","18.0","18.5","54.5","16","","-0.28","4.5","132.5","13.","2","265.8","41","wis","2024","1",120,134,"Wisla"
"2357","KRAFT Stefan","AUT","13 MAY 1993","49","89.8","123.0","65.4","17.0","17.0","17.0","17.0","17.5","51.0","15","","-0.73","11.8","128.2","12.","1","265.5","41","wis","2024","1",120,134,"Wisla"
"2358","KRAFT Stefan","AUT","13 MAY 1993","49","90.2","127.0","72.6","18.5","17.5","18.5","18.0","18.5","55.0","16","","-0.60","9.7","137.3","5.","2","265.5","41","wis","2024","1",120,134,"Wisla"
"2359","GEIGER Karl","GER","11 FEB 1993","42","90.2","124.5","68.1","17.5","18.0","18.0","18.0","18.0","54.0","15","","-0.60","9.7","131.8","9.","1","264.5","41","wis","2024","1",120,134,"Wisla"
"2360","GEIGER Karl","GER","11 FEB 1993","42","90.8","131.0","79.8","18.0","18.5","18.0","18.5","18.5","55.0","16","","0.19","-2.1","132.7","12.","2","264.5","41","wis","2024","1",120,134,"Wisla"
"2361","VILLUMSTAD Fredrik","NOR","21 MAR 1999","27","89.9","125.0","69.0","17.5","18.0","17.5","18.0","18.0","53.5","15","","-0.24","3.9","126.4","14.","1","264.4","41","wis","2024","1",120,134,"Wisla"
"2362","VILLUMSTAD Fredrik","NOR","21 MAR 1999","27","90.6","130.0","78.0","18.5","18.0","18.5","18.5","18.5","55.5","16","","-0.28","4.5","138.0","4.","2","264.4","41","wis","2024","1",120,134,"Wisla"
"2363","NIKAIDO Ren","JPN","24 MAY 2001","36","90.1","128.5","75.3","18.0","17.5","18.0","18.0","18.5","54.0","15","","-0.40","6.5","135.8","3.","1","262.5","41","wis","2024","1",120,134,"Wisla"
"2364","NIKAIDO Ren","JPN","24 MAY 2001","36","90.4","119.0","58.2","17.0","17.0","17.5","17.5","17.5","52.0","16","","-1.02","16.5","126.7","21.","2","262.5","41","wis","2024","1",120,134,"Wisla"
"2365","WASEK Pawel","POL","2 JUN 1999","31","89.9","125.5","69.9","18.0","17.0","18.0","17.5","18.5","53.5","15","","-0.38","6.2","129.6","11.","1","261.5","41","wis","2024","1",120,134,"Wisla"
"2366","WASEK Pawel","POL","2 JUN 1999","31","90.1","125.0","69.0","18.0","18.0","17.0","18.0","18.0","54.0","16","","-0.55","8.9","131.9","14.","2","261.5","41","wis","2024","1",120,134,"Wisla"
"2367","HAYBOECK Michael","AUT","5 MAR 1991","34","90.2","125.5","69.9","16.5","16.0","16.0","17.0","17.5","49.5","15","","-0.67","10.9","130.3","10.","1","261.2","41","wis","2024","1",120,134,"Wisla"
"2368","HAYBOECK Michael","AUT","5 MAR 1991","34","90.2","129.0","76.2","17.0","16.5","17.0","17.5","17.5","51.5","16","","-0.20","3.2","130.9","17.","2","261.2","41","wis","2024","1",120,134,"Wisla"
"2369","FETTNER Manuel","AUT","17 JUN 1985","39","90.0","127.0","72.6","17.0","16.5","17.5","17.0","18.0","51.5","15","","-0.50","8.1","132.2","8.","1","260.6","41","wis","2024","1",120,134,"Wisla"
"2370","FETTNER Manuel","AUT","17 JUN 1985","39","90.3","128.0","74.4","16.0","16.0","16.5","16.5","16.5","49.0","16","","-0.31","5.0","128.4","20.","2","260.6","41","wis","2024","1",120,134,"Wisla"
"2371","RAIMUND Philipp","GER","23 JUN 2000","21","89.9","122.5","64.5","17.5","18.0","18.0","18.0","18.0","54.0","15","","-0.33","5.3","123.8","17.","1","258.5","41","wis","2024","1",120,134,"Wisla"
"2372","RAIMUND Philipp","GER","23 JUN 2000","21","90.2","127.0","72.6","18.0","18.0","18.5","18.0","18.5","54.5","16","","-0.47","7.6","134.7","9.","2","258.5","41","wis","2024","1",120,134,"Wisla"
"2373","ORTNER Maximilian","AUT","4 JUN 2002","45","89.9","119.0","58.2","17.0","17.0","18.0","17.0","17.5","51.5","15","","-0.83","13.4","123.1","19.","1","256.7","41","wis","2024","1",120,134,"Wisla"
"2374","ORTNER Maximilian","AUT","4 JUN 2002","45","90.4","129.0","76.2","18.0","17.5","18.0","18.0","18.0","54.0","16","","-0.21","3.4","133.6","10.","2","256.7","41","wis","2024","1",120,134,"Wisla"
"2375","ZNISZCZOL Aleksander","POL","8 MAR 1994","29","89.8","120.5","60.9","17.5","17.5","16.5","17.5","17.5","52.5","15","","-0.62","10.0","123.4","18.","1","256.2","41","wis","2024","1",120,134,"Wisla"
"2376","ZNISZCZOL Aleksander","POL","8 MAR 1994","29","90.2","127.5","73.5","18.0","17.5","17.5","17.5","18.0","53.0","16","","-0.39","6.3","132.8","11.","2","256.2","41","wis","2024","1",120,134,"Wisla"
"2377","LINDVIK Marius","NOR","27 JUN 1998","41","89.7","117.5","55.5","17.0","17.0","17.5","17.0","17.5","51.5","15","","-0.62","10.0","117.0","28.","1","253.1","41","wis","2024","1",120,134,"Wisla"
"2378","LINDVIK Marius","NOR","27 JUN 1998","41","90.0","129.0","76.2","18.5","18.5","18.0","18.0","18.5","55.0","16","","-0.30","4.9","136.1","7.","2","253.1","41","wis","2024","1",120,134,"Wisla"
"2379","LEYHE Stephan","GER","5 JAN 1992","20","90.0","124.5","68.1","17.0","17.5","17.5","17.5","17.5","52.5","15","","-0.11","1.8","122.4","21.","1","252.9","41","wis","2024","1",120,134,"Wisla"
"2380","LEYHE Stephan","GER","5 JAN 1992","20","90.6","130.0","78.0","18.0","18.5","18.0","18.5","18.5","55.0","16","","0.23","-2.5","130.5","18.","2","252.9","41","wis","2024","1",120,134,"Wisla"
"2381","LANISEK Anze","SLO","20 APR 1996","40","89.6","122.0","63.6","17.5","17.5","17.5","17.5","18.0","52.5","15","","-0.40","6.5","122.6","20.","1","252.7","41","wis","2024","1",120,134,"Wisla"
"2382","LANISEK Anze","SLO","20 APR 1996","40","90.1","126.5","71.7","18.0","17.5","16.0","18.0","18.0","53.5","16","","-0.30","4.9","130.1","19.","2","252.7","41","wis","2024","1",120,134,"Wisla"
"2383","ZAJC Timi","SLO","26 APR 2000","32","89.3","124.0","67.2","18.0","17.5","17.5","17.5","18.0","53.0","15","","-0.31","5.0","125.2","15.","1","251.8","41","wis","2024","1",120,134,"Wisla"
"2384","ZAJC Timi","SLO","26 APR 2000","32","89.8","129.0","76.2","17.5","17.0","17.5","18.0","17.5","52.5","16","","0.19","-2.1","126.6","22.","2","251.8","41","wis","2024","1",120,134,"Wisla"
"2385","AIGRO Artti","EST","29 AUG 1999","38","89.1","121.0","61.8","17.0","17.0","16.5","17.0","17.5","51.0","15","","-0.39","6.3","119.1","24.","1","250.4","41","wis","2024","1",120,134,"Wisla"
"2386","AIGRO Artti","EST","29 AUG 1999","38","89.3","128.5","75.3","16.5","16.5","17.0","17.5","16.5","50.0","16","","-0.37","6.0","131.3","15.","2","250.4","41","wis","2024","1",120,134,"Wisla"
"2387","WELLINGER Andreas","GER","28 AUG 1995","46","90.2","122.0","63.6","18.0","18.0","18.0","18.0","18.0","54.0","15","","-0.06","1.0","118.6","26.","1","249.7","41","wis","2024","1",120,134,"Wisla"
"2388","WELLINGER Andreas","GER","28 AUG 1995","46","90.6","127.5","73.5","18.5","18.5","18.5","18.0","18.5","55.5","16","","-0.13","2.1","131.1","16.","2","249.7","41","wis","2024","1",120,134,"Wisla"
"2389","KOBAYASHI Ryoyu","JPN","8 NOV 1996","35","89.7","118.0","56.4","17.0","17.0","18.0","17.5","17.5","52.0","15","","-1.00","16.2","124.6","16.","1","247.2","41","wis","2024","1",120,134,"Wisla"
"2390","KOBAYASHI Ryoyu","JPN","8 NOV 1996","35","90.1","120.5","60.9","17.5","17.5","17.5","17.5","17.5","52.5","16","","-0.57","9.2","122.6","24.","2","247.2","41","wis","2024","1",120,134,"Wisla"
"2391","FOUBERT Valentin","FRA","17 AUG 2002","26","89.5","125.5","69.9","18.0","18.0","18.0","18.0","18.0","54.0","15","","-0.17","2.8","126.7","13.","1","246.3","41","wis","2024","1",120,134,"Wisla"
"2392","FOUBERT Valentin","FRA","17 AUG 2002","26","89.9","119.0","58.2","17.5","17.0","17.0","17.5","17.0","51.5","16","","-0.61","9.9","119.6","27.","2","246.3","41","wis","2024","1",120,134,"Wisla"
"2393","KUBACKI Dawid","POL","12 MAR 1990","28","90.2","122.0","63.6","17.0","17.0","17.0","17.0","17.0","51.0","15","","-0.44","7.1","121.7","22.","1","244.5","41","wis","2024","1",120,134,"Wisla"
"2394","KUBACKI Dawid","POL","12 MAR 1990","28","90.3","125.0","69.0","18.0","17.5","17.5","17.5","18.0","53.0","16","","-0.05","0.8","122.8","23.","2","244.5","41","wis","2024","1",120,134,"Wisla"
"2395","ZOGRAFSKI Vladimir","BUL","14 JUL 1993","17","89.4","125.5","69.9","18.0","17.0","17.5","18.0","17.5","53.0","15","","0.35","-3.8","119.1","24.","1","239.1","41","wis","2024","1",120,134,"Wisla"
"2396","ZOGRAFSKI Vladimir","BUL","14 JUL 1993","17","89.8","124.0","67.2","17.5","17.0","17.5","17.5","17.5","52.5","16","","-0.02","0.3","120.0","26.","2","239.1","41","wis","2024","1",120,134,"Wisla"
"2397","EMBACHER Stephan","AUT","12 JAN 2006","19","89.9","123.0","65.4","17.5","17.5","17.5","17.5","17.5","52.5","15","","0.20","-2.2","115.7","29.","1","234.8","41","wis","2024","1",120,134,"Wisla"
"2398","EMBACHER Stephan","AUT","12 JAN 2006","19","90.2","120.0","60.0","17.5","17.0","17.0","17.5","17.5","52.0","16","","-0.44","7.1","119.1","29.","2","234.8","41","wis","2024","1",120,134,"Wisla"
"2399","NAKAMURA Naoki","JPN","19 SEP 1996","15","89.4","119.0","58.2","17.5","17.0","17.5","17.5","17.5","52.5","15","","-0.27","4.4","115.1","30.","1","234.7","41","wis","2024","1",120,134,"Wisla"
"2400","NAKAMURA Naoki","JPN","19 SEP 1996","15","89.8","116.5","53.7","17.5","17.0","17.5","17.0","17.5","52.0","16","","-0.86","13.9","119.6","27.","2","234.7","41","wis","2024","1",120,134,"Wisla"
"2401","AALTO Antti","FIN","2 APR 1995","24","89.8","118.0","56.4","16.5","17.0","16.0","16.5","17.0","50.0","15","","-0.52","8.4","114.8","31.","1","114.8","41","wis","2024","1",120,134,"Wisla"
"2402","JOHANSSON Robert","NOR","23 MAR 1990","23","89.7","118.5","57.3","17.0","17.0","17.0","17.0","17.5","51.0","15","","-0.39","6.3","114.6","32.","1","114.6","41","wis","2024","1",120,134,"Wisla"
"2403","STOCH Kamil","POL","25 MAY 1987","25","89.6","120.5","60.9","17.5","17.5","17.5","17.5","17.5","52.5","15","","-0.07","1.1","114.5","33.","1","114.5","41","wis","2024","1",120,134,"Wisla"
"2404","KOT Maciej","POL","9 JUN 1991","1","89.4","119.5","59.1","17.0","16.5","16.0","17.0","17.0","50.5","15","","-0.16","2.6","112.2","34.","1","112.2","41","wis","2024","1",120,134,"Wisla"
"2405","ZYLA Piotr","POL","16 JAN 1987","2","89.7","119.0","58.2","17.0","17.0","16.0","17.0","17.0","51.0","15","","-0.11","1.8","111.0","35.","1","111.0","41","wis","2024","1",120,134,"Wisla"
"2406","FORFANG Johann","NOR","4 JUL 1995","37","89.3","115.0","51.0","16.0","16.0","16.5","16.0","17.0","48.5","15","","-0.63","10.2","109.7","36.","1","109.7","41","wis","2024","1",120,134,"Wisla"
"2407","VASSILYEV Danil","KAZ","22 JUL 2004","18","89.0","121.5","62.7","16.0","15.5","16.5","16.5","16.0","48.5","15","","0.20","-2.2","109.0","37.","1","109.0","41","wis","2024","1",120,134,"Wisla"
"2408","VALTO Kasperi","FIN","3 JUL 2003","3","90.1","115.0","51.0","16.0","16.0","16.5","16.5","16.5","49.0","15","","-0.53","8.6","108.6","38.","1","108.6","41","wis","2024","1",120,134,"Wisla"
"2409","PEIER Killian","SUI","28 MAR 1995","9","89.9","119.0","58.2","17.0","17.0","17.0","17.0","17.0","51.0","15","","0.11","-1.2","108.0","39.","1","108.0","41","wis","2024","1",120,134,"Wisla"
"2410","EISENBICHLER Markus","GER","3 APR 1991","30","89.8","115.5","51.9","16.0","16.0","16.0","16.5","16.5","48.5","15","","-0.42","6.8","107.2","40.","1","107.2","41","wis","2024","1",120,134,"Wisla"
"2411","LARSON Casey","USA","16 DEC 1998","7","89.8","117.5","55.5","15.5","15.0","16.5","15.5","15.0","46.0","15","","-0.28","4.5","106.0","41.","1","106.0","41","wis","2024","1",120,134,"Wisla"
"2412","MARUSIAK Yevhen","UKR","16 MAR 2000","5","88.7","111.0","43.8","16.0","15.5","17.0","16.0","16.0","48.0","15","","-0.81","13.1","104.9","42.","1","104.9","41","wis","2024","1",120,134,"Wisla"
"2413","TRUNZ Felix","SUI","20 APR 2006","11","89.8","115.5","51.9","16.5","17.0","17.5","17.0","17.0","51.0","15","","-0.11","1.8","104.7","43.","1","104.7","41","wis","2024","1",120,134,"Wisla"
"2414","KOUDELKA Roman","CZE","9 JUL 1989","8","89.9","117.0","54.6","16.5","16.0","15.5","16.5","16.5","49.0","15","","-0.03","0.5","104.1","44.","1","104.1","41","wis","2024","1",120,134,"Wisla"
"2415","KOBAYASHI Junshiro","JPN","11 JUN 1991","6","89.3","112.0","45.6","16.5","16.0","16.5","16.5","16.5","49.5","15","","-0.51","8.3","103.4","45.","1","103.4","41","wis","2024","1",120,134,"Wisla"
"2416","MOGEL Zak","SLO","2 MAR 2001","16","89.7","105.0","33.0","16.0","16.0","15.5","16.0","16.5","48.0","15","","-1.04","16.8","97.8","46.","1","97.8","41","wis","2024","1",120,134,"Wisla"
"2417","AMMANN Simon","SUI","25 JUN 1981","12","89.6","113.0","47.4","16.0","15.5","16.0","16.0","15.5","47.5","15","","-0.13","2.1","97.0","47.","1","97.0","41","wis","2024","1",120,134,"Wisla"
"2418","ROMPPAINEN Paavo","FIN","25 JAN 2003","10","89.4","112.5","46.5","16.5","16.5","16.5","16.5","16.0","49.5","15","","0.01","-0.1","95.9","48.","1","95.9","41","wis","2024","1",120,134,"Wisla"
"2419","MIZERNYKH Ilya","KAZ","7 FEB 2007","13","89.4","113.0","47.4","16.5","16.5","17.5","16.5","16.5","49.5","15","","0.24","-2.6","94.3","49.","1","94.3","41","wis","2024","1",120,134,"Wisla"
"2420","PASCHKE Pius","GER","20 MAY 1990","66","90.2","136.0","88.8","18.0","18.5","18.0","18.0","18.5","54.5","16","","-0.35","5.7","149.0","1.","1","298.6","42","wis","2024","2",120,134,"Wisla"
"2421","PASCHKE Pius","GER","20 MAY 1990","66","89.9","133.5","84.3","18.0","18.5","18.5","18.5","18.5","55.5","15","3.6","-0.38","6.2","149.6","1.","2","298.6","42","wis","2024","2",120,134,"Wisla"
"2422","HOERL Jan","AUT","16 OCT 1998","64","90.4","135.0","87.0","16.5","18.0","17.5","18.0","18.0","53.5","16","","-0.31","5.0","145.5","3.","1","290.1","42","wis","2024","2",120,134,"Wisla"
"2423","HOERL Jan","AUT","16 OCT 1998","64","89.9","134.0","85.2","17.5","18.0","17.5","18.5","17.0","53.0","15","3.6","-0.17","2.8","144.6","2.","2","290.1","42","wis","2024","2",120,134,"Wisla"
"2424","KRAFT Stefan","AUT","13 MAY 1993","63","90.5","134.0","85.2","18.5","18.5","18.5","18.5","19.0","55.5","16","","-0.30","4.9","145.6","2.","1","286.1","42","wis","2024","2",120,134,"Wisla"
"2425","KRAFT Stefan","AUT","13 MAY 1993","63","89.9","129.0","76.2","18.5","18.5","18.5","18.0","18.0","55.0","15","3.6","-0.35","5.7","140.5","6.","2","286.1","42","wis","2024","2",120,134,"Wisla"
"2426","TSCHOFENIG Daniel","AUT","28 MAR 2002","65","90.3","132.0","81.6","18.0","18.5","18.5","18.5","18.5","55.5","16","","-0.33","5.3","142.4","4.","1","285.0","42","wis","2024","2",120,134,"Wisla"
"2427","TSCHOFENIG Daniel","AUT","28 MAR 2002","65","89.6","131.0","79.8","18.0","18.5","18.0","18.0","18.0","54.0","15","→©14","-0.10","1.6","142.6","4.","2","285.0","42","wis","2024","2",120,134,"Wisla"
"2428","ZAJC Timi","SLO","26 APR 2000","45","90.0","132.0","81.6","17.5","18.0","17.5","16.5","18.0","53.0","16","","-0.32","5.2","139.8","5.","1","277.4","42","wis","2024","2",120,134,"Wisla"
"2429","ZAJC Timi","SLO","26 APR 2000","45","89.5","130.5","78.9","19.0","18.5","19.0","18.0","18.5","56.0","15","3.6","0.08","-0.9","137.6","11.","2","277.4","42","wis","2024","2",120,134,"Wisla"
"2430","NIKAIDO Ren","JPN","24 MAY 2001","53","90.6","128.5","75.3","17.5","18.0","17.5","17.5","18.0","53.0","16","","-0.44","7.1","135.4","9.","1","276.6","42","wis","2024","2",120,134,"Wisla"
"2431","NIKAIDO Ren","JPN","24 MAY 2001","53","90.3","131.5","80.7","18.0","18.5","18.5","18.0","18.5","55.0","15","3.6","-0.12","1.9","141.2","5.","2","276.6","42","wis","2024","2",120,134,"Wisla"
"2432","WELLINGER Andreas","GER","28 AUG 1995","61","90.6","131.0","79.8","18.5","18.5","18.5","18.5","18.5","55.5","16","","-0.12","1.9","137.2","7.","1","275.8","42","wis","2024","2",120,134,"Wisla"
"2433","WELLINGER Andreas","GER","28 AUG 1995","61","90.3","131.0","79.8","18.5","18.5","18.5","18.5","18.5","55.5","15","3.6","0.03","-0.3","138.6","7.","2","275.8","42","wis","2024","2",120,134,"Wisla"
"2434","DESCHWANDEN Gregor","SUI","27 FEB 1991","62","90.7","132.0","81.6","17.5","18.0","18.0","17.5","18.0","53.5","16","","-0.16","2.6","137.7","6.","1","273.9","42","wis","2024","2",120,134,"Wisla"
"2435","DESCHWANDEN Gregor","SUI","27 FEB 1991","62","90.4","131.0","79.8","18.0","18.0","18.0","18.0","18.5","54.0","15","3.6","0.11","-1.2","136.2","12.","2","273.9","42","wis","2024","2",120,134,"Wisla"
"2436","SUNDAL Kristoffer","NOR","7 FEB 2001","60","90.1","128.0","74.4","18.5","18.0","18.0","17.5","18.5","54.5","16","","-0.11","1.8","130.7","15.","1","273.9","42","wis","2024","2",120,134,"Wisla"
"2437","SUNDAL Kristoffer","NOR","7 FEB 2001","60","90.1","130.0","78.0","18.5","18.5","18.5","18.5","18.5","55.5","16","","-0.60","9.7","143.2","3.","2","273.9","42","wis","2024","2",120,134,"Wisla"
"2438","LINDVIK Marius","NOR","27 JUN 1998","57","90.2","130.0","78.0","17.5","18.0","18.0","18.0","18.5","54.0","16","","-0.22","3.6","135.6","8.","1","271.5","42","wis","2024","2",120,134,"Wisla"
"2439","LINDVIK Marius","NOR","27 JUN 1998","57","89.8","130.0","78.0","18.0","18.5","18.0","18.0","18.0","54.0","15","3.6","-0.02","0.3","135.9","13.","2","271.5","42","wis","2024","2",120,134,"Wisla"
"2440","WASEK Pawel","POL","2 JUN 1999","50","90.4","127.0","72.6","17.5","18.0","17.5","17.5","18.0","53.0","16","","-0.49","7.9","133.5","12.","1","271.4","42","wis","2024","2",120,134,"Wisla"
"2441","WASEK Pawel","POL","2 JUN 1999","50","90.4","131.0","79.8","18.5","18.5","18.5","18.0","18.5","55.5","16","","-0.16","2.6","137.9","10.","2","271.4","42","wis","2024","2",120,134,"Wisla"
